comment,sentiment
翻新别克牌陆尊货车爱卡币+20共获得爱卡币处女贴不知道从哪说起!先自爆家门!05陆尊3.0，银色，开大半年了啥T不知道，买的二手的，一眼相中，开了1公里直接交钱开走，没犹豫，不墨迹，买完一星期偶然发现，我擦，263848公里，没关系，大几十万公里的还在跑，不怕，偶然又发现，我擦!第一手北京租赁公司的，算了，开吧，车不错，开着得劲管它呢。不过确实不错，啥毛病没有，从买来到现在就换了四条轮胎，换了次机油别的啥也没动，大半年只开了5000多公里，还包括几次长途共3000公里，要是不跑长途半年也就2000公里，就是压地头，小城镇上图看看刚买车照的到现在也没有几张照片当时看中的就是好看空间大(本人搞批发的)，独立座椅，跑长途舒服，宜家宜商，拆了座椅就是货车，装上就是商务，太特么灵活了，大半年只去洗车店一次哈哈哈哈还是为了把洗车卡的钱用光哈哈哈，因为我结婚搬家外地了昨天把座椅全拆了，店里正装修，先当货车用一阵吧，石膏板，木方，垃圾全用这小子拉了，遛狗时照的一张这车就不准备卖了，等个20年给我儿子留着开哈哈哈，所以准备翻新一下，没有太多时间专门弄，只能有时间一点一点打理，我比较喜欢自己动手现在求助论坛大神助我一臂之力，准备翻新项目1:车身改色(准备改晶灰了)2:升级17寸经典多条幅轮毂(能无损升级吗)3:内饰全部翻新(阅读灯、顶棚、车门内饰板、更换地板)求强力强力去污渍的东西，再问一嘴内饰板能不能无损更换XT的?如果能我就直接闲鱼4:开缸剖腹!最重要的，现在车声音大，凉车有点突突，车热了马上就好，感觉劲头不足，加速气门还有点响6:变速箱:估计一直没换油，40以下顿挫明显，窜车，40以上无缝连接，非常舒服5:大灯，原车主改了氙气大灯，远光不好用，求改灯方案昂对了，全车喷漆应该是拆了所有能拆的覆盖件单独喷漆还是不用拆车门直接喷?我问过一个钣金喷漆的说不用拆，直接喷3500块!苦了这车了，全是灰，有没有人知道这个安卓机最左侧的按键光怎么调?晚上全靠蒙!内饰板磨损，与胶条间隙大，中门手指头都能塞进去出风口爪子也断了，满目疮痍翻新一下自己开着也舒服，有趣点后排空调不好使了，就缺个东西，红圈里的咱也不知道叫啥，闲鱼了一下，拆车450块，特奶奶的!必须换面板总成。有时候颠的厉害了后面空调呼呼的好使了，过会又没有了，抽疯一样，有没有电路大神教教我不换面板总成怎么能好使第一次发帖好紧张啊，感觉说的无厘头了!刚说完头发说屁股，说完了屁股转到胸，胸完事直接脚丫子，然后脚底抹油咻咻咻溜了哈哈好了就这样吧，想到什么再补充另烦请各位前辈告知本人所有翻新的注意事项，希望各位知无不言，言无不尽，在下不胜感激。,0
我经常自己一人开，自我感觉挺好的，开大车的感觉超好，上一辆车是奥德赛,0
订车多久提车的？,0
今天上牌了，写个流水账给论坛的兄弟们汇报下。每周到论坛看看的习惯好多年了，还从没发过帖子，这算是处女作吧，还请兄弟们多多支持！很早前就关注老罗，之前加过微信。加了微信之后没怎么聊，等到要买车了，他居然把我给删了。立马打电话过去，老罗认错态度还不错，就原谅他吧。微信交了定金就等着吧，正好赶上国六车源紧张，以为得等好长时间，没几天突然老罗打电话过来，到车了准备提车。无奈有事走不开，心想到车这么快，那就等下一批吧。结果这一等就是二十多天，电话微信沟通了N次，没办法，谁让咱有事去不了呢，继续等。五一节前，老罗打电话过来，又来车了。赶上五一假期有安排，又没成行。5月6日，终于踏上去北京的高铁，40分钟到北京西站，出了西站地铁倒地铁，28站，一个多小时才到。一打电话老罗在外边堵着呢，等会吧，院里的檀香金就这一辆了。猜肯定就是我的了，别人都着急提走了正好老罗的兄弟在，那就验车吧，其实也没啥好验的，简单看看就行了，票是老罗提前开出来的没见到老罗之前，还以为得比我大好多，见面一问大我两岁，别叫老罗了，叫罗哥吧。验车期间罗哥各种接电话，真是忙。验车看完车，眼看到中午了，说开车找地吃饭，饭后回家。结果罗哥又给定了外卖，这个必须赞。中午在罗哥这蹭了顿饭，媳妇儿对罗哥称赞有加。领导满意咱就满意了，饭后加油上六环，回家。味道不错今天上牌了。这两天在网上买了一大堆东西，正在陆续到货，东西到了再好好收拾下。最后上钥匙感谢兄弟们观看,0
威霆改装，合正舒适化配置脱颖而出威霆合正改装内饰，驾驶舱配置得到了很大的提升，中控面板部分直接同步奔驰目前最新的设计语言，大尺寸高清液晶屏、智能一体化扶手、门板的精致按钮、一键座椅调节，舒适化配置远超轿车。改装后的奔驰威霆以中国红为主色调，带来喜庆、动感、乐观的驾乘氛围。内舱用了大量的纳帕真皮和麂皮绒包覆，质感高端舒适。大屏吸顶电视为车内提供一个较为优渥的视听娱乐场所。地板用实木铺设，高端环保舒适美观，脚踏部分配置地板氛围灯，给乘坐人员宾至如归的感觉。同时西安合正的改装驾驶还有心思在正副驾驶座后面分别设计了置物兜，有利于中排人员随手放置物品。前后无隔的设计让奔驰威霆的后舱更为阔亮，中排两张宽大的独立航空座椅，红白双拼设计简洁大方，真皮包覆之后非常柔软舒适。中间的过道空间也非常宽敞，乘坐人员可以非常轻松地进入第三排。中排的多功能座椅，附有有按摩、通风、加热、调节记忆、靠背倾斜、电动腿托等功能，舒适化配置不输轿车。通过中排两座中间的过道即可来到第三排，第三排乘坐空间同样阔绰，座椅采用的联排沙发座，舒适化配置与航空座椅大致相同，舒适度和柔软度远胜轿车。中间的座位隐藏了一个扶手箱，设计的触控屏可以调节座椅功能以及车内空调和灯光系统。,0
那个灯带，往右旋转一下就开了，是示宽灯。,0
如题，有大神改过悬挂吗？效果如何？我想入威霆，就是对它的悬挂很不满意，太硬了，颠簸很厉害。,1
白色车型外观的整体感觉比较干净，微微隆起的车身腰线让车看起来力量感十足，整车内饰搭配车辆外观的白色显得很清纯很简单，不浮夸，搭配GLP内饰氛围灯，乘坐空间更加的舒畅，旋转第二排首席航空座椅，撑起小桌板，可约上三五好友一起喝喝茶，畅聊一下人生，想必也是极好的。立柱式LED尾灯搭配高亮镀铬，档次感瞬间提升，双五幅式的AMG运动轮毂让车充满力量感乘坐区包括驾驶区的座椅均是真皮包裹，一针一线，独具匠心全景天窗是设置让乘坐区没有压抑感，晴朗的天空可以抬头看看蓝天白云，夜晚也可以打开天窗，遥望天际细数每一颗闪亮的星。座椅180度放平即可成床，旅途休息也是相当不错的中间隔断正在播放维密，这样的视觉盛宴也是相当不错的关掉灯光，打开两侧电动侧滑门，内饰的自然更加展现无遗，美轮美奂,1
一直都在关注GL8，但是感觉防撞梁太脆了吧？,0
已关注私聊,0
一万左右。具体还要聊。,0
这个肯定的，换代还有四年呢，中期改款不会大动，但是一定会优化，保持领先,0
新车回来现在1W炖公里出现过减速带，凹坑，井盖都发出蓬蓬的声音，就像弹簧弹跳顶到避震塔顶头一样，第一次4S左右拆出来看不出有什么问题不漏油很正常，就在避震器塔顶打了点黄油去试车，声音没有了，回去开了一个多星期声音有出现了，他们决定帮我更换前面2支避震桶索赔，现在装好开了10来天声音有出现了，但是不是每次过坑都响，声音还有原来之前的%20响声，奇怪的就是出太阳天气暖就一点都不响，大家都遇到过吗？,1
16款的车正常车况6万公里左右尊贵的多钱呢？,0
今天有朋友问我见没见过尾门是对开门的车，给我发了张图，定睛一看尾标是进口的奔驰威霆Metris，尾门果然是对开门，在下孤陋寡闻了，现在商务车大多都是上翻尾门，对开门并不多见，曾经看过有朋友讨论对开尾门和上翻尾门的区别，都各有所长，但是对于有拉货需求或者个子矮的朋友来说，对开尾门是个不错的选择。,1
对威霆感兴趣是因为觉得S级太贵，一时买不起。而威霆经过改装后可以给乘客迈巴赫级的感受。平常接待客户我都是用普拉多，这实在是太像矿长的感觉了。威霆29.9万的起售价还是不错的，可惜深圳只有一家店，于是约了来看。这是最低配改装后的样子这个前脸还没改这个是高顶的高配，落地90万，确实豪华。中控已经改好舒服,1
找老罗提车能优惠多少？,0
开什么车都有不打灯的,0
新款GL828T旗舰版，新车开了一万多公里，自动启停系统消失了。虽然平时不怎么喜欢这个功能，但我喜欢不喜欢是我的事，它自己突然失效却是系统故障的问题，心里疙瘩不舒服，开回4S店后售后服务说要重新“学习”程序，等于重新编程，这重新编程之后会不会引起其他电子程序紊乱？好纠结…,1
没什么问题,0
我们是上门服务的，技术方面师傅都是从老款陆尊做到现在的，技术没的说。,0
我这个是旗舰版本，17年7月购买，去年就发现，刚启动车时候空调不制冷，非要开一段时间后才制冷，堵车，等红绿灯时，感觉吹的都是自然风，请问大家有同样问题吗？,0
"最近一直想要一辆商务车，看过阿尔法是挺大气的，就是贵啊！上下要七八十万了！没钱啊！听朋友说别克家有辆GL8还可以，价格也就是三四十万的样子，这个还可以接受，有空去看看。不错呦！！！展翼型全LED大灯：展翼型全LED大灯由23颗高亮度LED组为乘客提供更好的夜间驾驶安全保障。大灯内部采用暗色电镀工艺，在大灯未开启的情况下，能带来深邃优雅的独特质感。LED日间行车灯与远近光灯采用分离式设计，大大强化了别克独有的展翼元素。在外界光线昏暗或天气不佳时，大灯将会自动打开，为驾驶者带来更多的方便与安全。对置式门把手：前后门把手采用整合式设计，简化多余造型元素，提升了整个车的新颖感和高级感精湛工艺高档材质：整个内饰、中控面板、膝部以上接触区域，以及座椅位置等区域，均采用自然触感的软包覆材质。纯手工打造的法式缝线，精湛的工艺，优雅的细节，使多处的软材质更胜一筹，不仅大大提升用户感受，而且还强调了视觉的奢华感。座椅表面采用美国进口高档公牛皮，超过38道加工工艺，完美打造“全粒面”品质，展现名副其实的真材实料。超大全景双天窗：独特的双天窗设计：前部天窗长550mm，宽900mm，能够随需求打开并配有手动遮阳帘；后部天窗尺寸更高达706mmX906mm,为乘员带来宽绰明亮的车内空间。后排天窗同时配备了100%遮光率的电动遮阳帘，足以将严酷高温拒之于车外。2.0TSIDI直喷涡轮增压发动机：全新一代GL8搭载的2.0TSIDI直喷涡轮增压发动机，曾荣膺2013年度沃德十佳发动机，拥有191kW/5400RPM的最大功率及350N·m/2000-5000RPM的峰值扭矩，升功率高达95.5kW/L，拥有百公里加速9.3秒，百公里综合油耗8.9升的优异性能。看了这么多不错吧！我家现在就有一辆了！如果你也是爱旅行爱看风景的人，你也值得来一辆，它可以陪你共赏天下窗打开时，滑移门开启时将停止在安全位置，防止夹伤乘客头部。带腿部感应的电动高度可调举升门",1
Gz关注了,0
在全新一代君越的上市发布会上，别克介绍这是第三代君越。不过在球叔看来，全新一代君越并不仅仅是传统意义的换代，而是基于通用最新全球车平台打造的一款针对未来市场消费趋势的全新车型，因此新车在设计理念、高科技应用方面都与上一代产品有翻天覆地的变化。现在谈及汽车外观、内饰等设计理念，很多人会说“萝卜白菜，各有所爱”，但我们相信，真正好的设计，会被大部分所接受和欣赏，能让用户怦然心动的感觉更能折射出一个车企在造型设计上的功底，比如别克全新一代君越。全新一代君越自上月上市以来，球叔就一直认为这是目前市场上30万元级别最优雅的一款车型。比如在设计理念上，全新一代君越是首款采用别克新一代设计语言的量产车型，新车汲取了别克Avenir概念车设计精髓，采用更宽、更低的车身比例，更简洁流畅的线条、更流动的型面，全新飞翼式电镀前格栅，展翼型LED大灯及展翼型LED尾灯与双掠峰腰线，再加上“大溜背”的设计，全新一代君越不仅优雅迷人，更展现了别克车型未来的设计方向。此外，全新一代君越还首次采用电镀后高级喷涂工艺，视觉效果更加精致、高档。除了全新的设计理念，球叔想重点介绍的是全新一代君越的车身架构、电气架构。与上一代君越相比，超低油耗是全新一代君越的一大亮点，这是通用别克轻量化车身架构的功劳。全新一代君越采用100%全新开发的车身架构，并以高于全球五星安全碰撞标准，打造出高强度、高刚性、轻量化的车身，在实现整车减重200公斤的同时，带来安全性、稳定性、振动及噪音抑制性能以及燃油经济性的全面提升。为了在轻量化的同时确保安全性，全新一代君越雪橇板布置的位置与角度、设计的长度和老款君越相比明显不同，新的设计和门槛梁搭接，能够有效地将纵向的正面碰撞载荷力传递到门槛梁加以分解，同时也能够在侧面碰撞中承受横向的碰撞载荷，提高了零件的利用率另外材料上全新一代君越采用了PHS热成形超高强度钢，更好地提升了安全性能。其次是高强度材料的使用，全新一代君越比老款在超高强度钢材使用比例上，整整多出近3倍。刚性是衡量一个车身架构是否足够优秀的另一个关键指标，主要包括扭转刚度与整体模态，其所对应的就是整车的操控性与NVH性能。为了提升新车的驾控性能，全新一代君越在整车刚性方面也有明显提升。事实上，上一代君越的车身刚性水平已经领先同级，尽管如此，全新开发的全新一代君越还是进行车身刚性加强处理，其整车扭转刚度较上代车型提升26.9%，一阶扭转模态提升11.6%。这也是为什么球叔在之前的试驾过程中觉得全新一代君越开起来完全不像一辆车长5米多的中大型车。我们知道，全新一代君越首次搭载PD行人识别/保护功能，即前方有行人通过，系统会第一时间报警并准备介入制动。这里不得不提到的就是电气架构，对于一辆汽车来说，电气架构是深藏不露的“中枢神经”系统。它主要由汽车总线以及各个子系统组成，车辆的“一举一动”皆由其管控，而电气架构的核心又由车载总线构成，车载总线相当于车辆内部的局域网络，负责连接各个ECU节点和传感器，从而进一步实现执行用户发出的指令。因此，汽车科技实力的比拼，其实就是电气架构、车载总线、ECU控制单元的比拼。全新一代君越的电气架构配备了8条车载总线，比上代车型翻了一番，ECU控制单元从17个扩充到31个，对发动机、底盘、主动安全、多媒体娱乐等进行分类管理，大幅提升各类信息的传输与运算效率，避免了“信息塞车”，显著提升了传输效率，也为今后产品技术不断扩展升级预留了充足的空间。在强大的电气架构支持下，全新一代君越的智慧互联系统也得到全面升级。除上一代车型具有的ACC全车速自适应巡航、LCA变道辅助、LDW车道偏移预警、CMB碰撞缓解等功能外，新增PD行人识别/保护、LKA车道保持、HBA远近光灯自动开关控制等新功能。PD行人识别/保护将车辆识别的目标更是从金属物体拓展到了人体，标志着别克已在为自动驾驶做技术储备。此外，全新一代君越能够兼容AppleCarPlay和百度CarLife两大主流车载系统，并通过车辆原装集成内置系统，实现与安吉星4GLTE的网络连接，允许最多7台兼容设备同时上网。当然，这些都与全新一代君越强大的电气架构有着密不可分的联系。目前，全新一代君越的市场竞争对手主要包括新帕萨特、福特金牛座、丰田皇冠等车型。根据市场实际情况来看，皇冠销量一直没有起色，尚不足以对全新一代君越构成威胁；而新帕萨特与全新一代君越相比首先在车身尺寸上处于劣势，其次新帕萨特只是中期改款车型，并不是诞生于大众最新的MQB战略平台，因此相比诞生全新平台的全新一代君越来说在技术方面也没有优势可言；福特金牛座虽然是一款全新车型、配置上也比较丰富，但是造型偏商务，受众群体略窄。相比之下，全新一代君越在配置、技术上的优势比较明显。得益于全新的全球平台，君越为用户提供了全新的设计理念、轻量化车身架构、前瞻性电气架构等产品额外附加价值。在球叔看来，现在购车单纯看配置的时代已经过去了，除了配置，消费者还需要在产品价值上得到回报。但是对全新一代君越来说，无论是丰富的科技配置，还是额外的产品价值，全新一代君越都能满足用户的需求。,0
个人感觉没必要,0
威霆也过不了,0
如题，最低配的为啥没有呢，就喜欢不带中控扶手箱的，通过性好。奥德赛出混动了，目前来看身边朋友大都还是倾向奥德赛，油耗低啊。gl8要抓紧啊，出了就彻底赢了，至少十年内的二胎车市场是拿下了。,0
假期出行凯路威豪华定制版假期出行凯路威豪华定制版即能满足商务接待又能满足家庭出行,0
GL8肯定会有混动！不是车企想不想而是必须，为什么？因为2020年车企平均油耗5.0升每百公里和双积分制度，别克至今还没有新能源车，车企平均油耗降不下来，作为别克当家花旦的GL8如果没有上混动，那么政策压力之下只有停产退市，那别克肯定是不会放弃这么平均月销过万辆的车型！,0
老GL8变速箱老坏，通病，新的不知道,0
论坛里Gl8&#xeddb;改装加装升级&#xeddb;帖子挺&#xecac;&#xeddb;，但原车这么糟糕&#xeddb;&#xecac;媒体音响主机有没有&#xec63;换升级&#xeddb;！？原车&#xeddb;主机启动太慢了！每次启动倒车！倒车都倒好了，倒车视频都没出来！每次启动都&#xedb0;是&#xedc0;次播放&#xeddb;音源！真他妈&#xeddb;闹心！即使想升级全车音响！但主机这么烂！升级音响音源&#xedb0;好也好&#xedb0;到哪里去！挺好&#xeddb;车别克怎么配个这么山寨货都&#xedb0;如&#xeddb;主机！而且市场&#xedc0;也没好&#xeddb;主机可以匹配&#xec63;换！研究了&#xeded;久除了飞歌&#xeddb;导航主机说是可以但&#xedb0;支持原厂安吉星系统！改了除了方向盘音量能控制其它都&#xedb0;支持！车友们有没有好&#xeddb;方案！坐等指教！,0
本人有车出售,0
明天爱车就到手了，挺激动的,0
真的质量很棒！效果也好！闲鱼小小丁爱梦丽！自己问,0
看油箱盖里的推荐胎压，看说明书找一下哈！,0
成都的友军前来助战，有问题私信我,0
这车这么大，空调效果怎么样！,1
那就没人买了,0
去4s店里他们有专门检查油管，如果鼓包会直接给你换掉的，应该是通用有批次配件不合格，16年到17年的车应该注意,0
前段刚保养过车换空气滤芯空调滤芯现在关掉ac自然风有味道求助家怎么解决,1
2017年12月25号提车，说说感受吧，之前帕杰罗V93精英超越版开了六年多（在帕杰罗论坛里～再见帕杰罗有诉）。帕杰罗算是硬派越野，换V260我的朋友都说不适合我的风格，但我还是坚持换了。原因如下，商务7座实用，接客户陪家人出行都很方便，而且是真七座还能放下行李。其实就是实用有面子吧。当然换个车也换个心情，期望越来越好。最满意的地方：1.空间，我的车是标准版，但真的够用，也够大，七个座位无论那个位置做成人都不会让你不舒服。2.油耗，后面有图，我只开了几百公里，不同时间段油耗记录我拍下,1
换太空座椅，还能旋转，舒坦……,1
今天去看了这个车，但也发现了几个问题，如下：1，为什么V260不能选装天窗，哪怕只有一个简单也好。2，为什么中、后窗不能开启？3，为什么第二排设计的这么靠中间，导致中间过道不能过人。纠结呀~各位已有车用户，怎么看待这几个问题的？,1
迈特威优点：头部空间大，通过性好，维修相对方便（发电机大部分配件和国产2.0t发动机通用）缺点：市场保有率小，地库就是这车的梦魇，座椅稍稍偏硬舒适性一般，国产大众有的小毛病迈特威也多少会有一些比如dsg变速箱等塞纳优点：舒适省心，保有量比迈特威大很多，保养方便缺点：价格稍高看看谁还有补充的,1
看完视频都不知道她是什么车...难道车名就叫：7座奔驰豪华定制商务房车？,0
一对2.6w,0
问下改电动侧门了吗？要是改了，是不是车钥匙按下电动侧门就会打开还是必须门把哪里拨一下才会打开？然后关门也是要门把那边拨下才会自动关吗？？然后要是启动改成一键启动就更棒了，不知道这个车能不能改舒适进入这个可能—,0
重庆有没有GL82018款28T豪华型准备入手的，一起约起去杀价，有意私信。我谈了几家，价格基本清楚，如果一起去，价格会更优惠。,0
多少钱？国几的***IiGT333,0
可以，关注我,0
我就只想问，副驾驶的安全气囊怎么处理的。,0
现在应该没国五了吧,0
好啊，麻烦把我拉进去，谢谢,0
都差不多吧，一般来说购买二手车的话一定要慎重一些吧，一定要注意车况怎么样,0
"首先声明下吧，这个超必杀大招是“代”某人发的，这种高端洋气上档次的车不是我这个屌丝能提的起的。。。。其实某人给我讲昨天他买了台埃尔法，弄下来190多万（真实价格，他给我看了手机里面发票的）。。。。我顿时震精了，一般4S店的顶配埃尔法加价,办完不过才120多万，他的车怎么那么贵。。。。PS：某人家做工程的，不缺车，揽胜都好几个，这车可能要来接重要客人的。。。他给我说他的车叫埃尔法·蒙娜丽莎，楼主是个真屌丝，以前都没有听过这个车，不知道大家听说过没有。。。。闲聊后某人让帮他写个作业。。。。。。。PS~:某人昨天没有开出来，图片大多是他传给我的（剩下的都是某网站上找的了），拍摄技术确实烂。。。。。不多说了，说多了都是泪啊。。大家直接看图吧。。这图虽然不是实地拍摄。但是这前脸。看上去太好看了（为了不违规，我把图上的信息都擦了擦）。。。。。。。侧面来一张。。。。。。正面来一张。。。。角度再低一些正侧面。。。。。这车前排和普通版的是一样的。。。。。。重点是后排。。这款车后排只有两座。。对的。。你没看错。只有两座。。。前后两排被隔断了。。。。。。隔断玻璃和后排的玻璃都是一键雾化的。。。。。。。牛逼啊！~~~~~~~轻轻动一下手指。。。滴。。。二人世界！~~~~~啪啪啪。。。。你们懂得！~~~~~隔断玻璃和电视机都是一键升降的。。。。。太高端啊！~~~~?隐藏式的冰箱和酒柜。。。。我就问：还有谁？~~~~这地板看上去挺好看的啊！~~~~所有的操作据说都可以在这块屏上操作。。。。。居然还是日文的。日文的。日文的。。。。重要的事情说三遍后排座椅还带小桌板。。。是不是有种飞机头等舱的感觉！~~~有么有~这两个阅读灯。。像外星人的眼睛。。。老这么瞪着。。。想想有点怕怕！~~~~?最后附上美女和埃尔法蒙娜丽莎的合影~?这是某人老婆，大家请勿人身攻击，谢谢新人求关注。。本人爱车。。尤其是商务车。。越野车。。后续还会有更多的新作业出来！~~~~谢谢大家！~~~",1
都是7500，还是得看你怎么开，机油有没有少,0
刚买的车，感应尾门踢不开是怎么回事，还是踢的地方不对，在线等大神赐教,1
加不加价要看供需关系，***如果卡主进口中国的量，国内有没有其它更好的替代车型，加价这种事就难免……,0
副厂品牌不同，选用的电机不同，力度也不一样,0
